Date,open,high,low,Close,adjusted_close,volume
12-05-2017,434.75,444.6,434.65,442.25,422.4471,2696277
11-05-2017,432,435.9,426.2,434.75,415.2829,2060011
10-05-2017,428.5,434.3,427.2,430.4,411.1277,2018816
09-05-2017,422.6,432,420.9,426.2,407.1158,4402442
08-05-2017,413.4,423,412,421.15,402.2919,1938018
05-05-2017,418.9,419.4,410.4,413,394.5068,1541496
04-05-2017,420,422.8,416.65,419.1,400.3337,1009112
03-05-2017,419,421.4,418.15,419.85,401.0501,1746287
02-05-2017,420.9,425,416.65,418.15,399.4262,1568455
28-04-2017,425.5,428.8,416,416.95,398.28,1945081
27-04-2017,426.2,428.7,422.5,424.95,405.9218,1450414
26-04-2017,440,441.95,424.1,427.05,407.9277,3721058
25-04-2017,432.5,440.1,429.25,438.15,418.5307,2575089
24-04-2017,430.5,431.3,424.3,429.25,410.0292,1709076
21-04-2017,425,431.8,422.2,427.65,408.5009,2668714
20-04-2017,415,422.8,414.5,420.5,401.671,2818261
19-04-2017,419.5,425.5,412.45,414.3,395.7486,2638642
18-04-2017,422,425.9,416.95,418.9,400.1426,2338492
17-04-2017,429.95,429.95,420.05,421.95,403.0561,2595117
13-04-2017,438,442.8,427.85,429.95,410.6979,1543616
12-04-2017,446.7,447.35,435.55,437.65,418.0531,1728894
11-04-2017,443.1,446.7,440,445.2,425.265,1861086
10-04-2017,445,448.7,441.5,443.05,423.2113,2111378
07-04-2017,447.95,454.55,442.05,443.2,423.3546,3125291
06-04-2017,446.95,448.4,441.3,446.9,426.8889,1926091
05-04-2017,454,456.6,445.45,446.95,426.9367,2902998
03-04-2017,457,459,450.75,453.1,432.8113,1914496
31-03-2017,462,464,454.6,459.15,438.5904,2581903
30-03-2017,459.5,463.5,455.5,461.2,440.5486,4028816
29-03-2017,459,459.9,451.2,458.25,437.7307,3227158
28-03-2017,471.7,471.7,454.65,455.7,435.2949,5722292
27-03-2017,474,477.65,463.2,468.8,447.8083,2457180
24-03-2017,482,482,472,474.15,452.9187,2203312
23-03-2017,476.9,483.5,475.6,482.15,460.5605,3259747
22-03-2017,477,479.5,472.85,475.4,454.1127,2797599
21-03-2017,482,484.5,475.05,476.95,455.5933,4422809
20-03-2017,483,491,480.1,481.9,460.3217,3734239
17-03-2017,485.5,487.8,469.35,484.25,462.5665,5857451
16-03-2017,482,483.85,478.5,481.1,459.5575,4191349
15-03-2017,483.4,484.75,471.6,479.65,458.1724,3941570
14-03-2017,482,485.9,476.2,479.85,458.3635,4483127
10-03-2017,493.5,497.3,474.5,475.8,454.4948,3875776
09-03-2017,493,495.5,487.55,488.95,467.056,1752351
08-03-2017,499.5,503.1,488.1,491.9,469.8739,1430424
07-03-2017,506,507.25,498.6,499.95,477.5634,3221133
06-03-2017,499.8,505.75,494.6,499.95,477.5634,1234125
03-03-2017,501.1,505.35,500,503.7,481.1455,2136886
02-03-2017,503,505.05,497.3,499.9,477.5157,2392413
01-03-2017,488.95,502.2,487.95,499.75,477.3724,1979476
28-02-2017,506,509,488.45,499.4,477.0381,31171453
27-02-2017,500.25,510.05,495,499.8,477.4202,2250245
23-02-2017,508,515,499.8,503.65,481.0977,5868525
22-02-2017,508.5,511.4,503.6,507.95,485.2052,3036464
21-02-2017,500,515.25,500,507.9,485.1574,3268863
20-02-2017,503.55,507.4,497,499.95,477.5634,2610984
17-02-2017,502.3,505,496,503.5,480.9545,1688519
16-02-2017,494.05,505.5,494.05,504.5,481.9097,2591411
15-02-2017,503.25,511.6,489.1,495.65,473.456,2584154
14-02-2017,501,508.55,500.35,504.6,482.0052,2664728
13-02-2017,500,504.7,495.5,499.65,477.2769,1903851
10-02-2017,490,503.5,486,499.9,477.5157,7225481
09-02-2017,477.9,486.75,474.5,485,463.2829,3013021
08-02-2017,470,483.75,468.8,474.6,453.3486,1754215
07-02-2017,480,480,469.1,470.85,449.7664,1794349
06-02-2017,481.05,488.6,471.2,477.5,456.1187,2105323
03-02-2017,464.1,482,464.1,480.45,458.9366,2677019
02-02-2017,449.7,465,440,461.1,440.4531,3771089
01-02-2017,452.25,457,436.45,449.7,429.5635,4061099
31-01-2017,484.7,484.7,425.5,452.2,431.9516,7804620
30-01-2017,467,478,461.2,471.6,450.4829,3024028
27-01-2017,465.4,470.6,463.2,467.1,446.1844,1795089
25-01-2017,470.25,473.75,462.2,465.65,444.7993,3368794
24-01-2017,471.4,473.5,465.4,469.9,448.859,1255925
23-01-2017,465,471.8,460.8,469.7,448.668,1400660
20-01-2017,476,484,466,468.65,447.665,1442119
19-01-2017,480,485.25,477.45,481.4,459.8441,1586512
18-01-2017,488,494.9,481.5,483.65,461.9933,1336551
17-01-2017,488,495,484.7,486.75,464.9545,1233813
16-01-2017,488.25,490.55,479,487.15,465.3366,1258527
13-01-2017,484.2,492.9,481.9,488.5,466.6262,2754723
12-01-2017,475,486.8,472.2,481.2,459.653,1970093
11-01-2017,473.3,478.45,469,474.05,452.8232,2058634
10-01-2017,474.35,475,467.65,473.5,452.2978,1634891
09-01-2017,465.05,477.9,462,473.45,452.2501,1812454
06-01-2017,487.5,487.9,466.2,469.75,448.7157,3307502
05-01-2017,505,507,485.95,488.1,466.244,2295824
04-01-2017,490,504.5,488.55,500.6,478.1843,1989140
03-01-2017,488.7,495,487.2,491.55,469.5396,1006546
02-01-2017,494.5,496.9,486.5,488,466.1485,1203138
30-12-2016,482,493,482,488.9,467.0082,1817123
29-12-2016,471.05,484.45,469.5,482.7,461.0859,2079991
28-12-2016,469,477,469,474.15,452.9187,1658315
27-12-2016,460.5,474,460.05,468.2,447.2351,1061513
26-12-2016,463.25,468.05,460.4,463.6,442.8411,572307
23-12-2016,474,477.45,465.25,467.1,446.1844,942216
22-12-2016,472.3,477.2,464.55,473.95,452.7277,932766
21-12-2016,478,479.6,472.5,474.45,453.2053,667563
20-12-2016,476.9,480.75,473.65,476.75,455.4023,1919780
19-12-2016,474,475.6,470.45,473.35,452.1545,1389090
16-12-2016,481.4,482.1,475,477.15,455.7844,2185723
15-12-2016,475.25,482,468.05,477.45,456.071,3292408
14-12-2016,484,487,473.35,476.65,455.3068,1702307
13-12-2016,470,487.5,467.3,484.55,462.853,1863492
12-12-2016,473.95,474.05,466.7,469.4,448.3814,709914
09-12-2016,467,474.95,465,471.7,450.5784,2017058
08-12-2016,459.9,465.6,457.1,463.75,442.9844,1158682
07-12-2016,468.85,470,453.75,455.6,435.1993,1540255
06-12-2016,463,469.5,462.4,465.45,444.6083,1073627
05-12-2016,467,476.6,459.35,462.4,441.6948,1727408
02-12-2016,477,481.95,471,473.4,452.2023,2450542
01-12-2016,480.05,485.2,471.4,475.05,453.7784,2059534
30-11-2016,487.25,489.8,481.35,485.2,463.4739,2604888
29-11-2016,489.4,494.4,481.3,483.85,462.1844,2029150
28-11-2016,485.95,495.85,482.5,489.35,467.4381,2279428
25-11-2016,461.9,489.5,461.15,487.25,465.4321,4561987
24-11-2016,450.7,464.5,450.1,458.65,438.1127,2574455
23-11-2016,457,458.95,448.05,453.1,432.8113,1950811
22-11-2016,448,455,446.2,453.4,433.0978,2409601
21-11-2016,445.9,452,440.9,447.15,427.1277,2718966
18-11-2016,440,449,437.8,445.3,425.3605,2041621
17-11-2016,447,455,439.5,441.85,422.065,2616362
16-11-2016,434,448,433,443.6,423.7367,9156138
15-11-2016,435,437.2,427.3,430.95,411.6531,6787283
11-11-2016,440,440,428,429.4,410.1725,1161656
10-11-2016,447.5,449.15,435,442.25,422.4471,3301285
09-11-2016,419.9,444,409,434.5,415.0441,4852450
08-11-2016,446.2,455.8,445.35,454.15,433.8142,5501834
07-11-2016,435,449.45,430.55,444.85,424.9307,7039296
04-11-2016,428,434.9,414.8,430.05,410.7934,7835863
03-11-2016,431,432,424,428,408.8352,2159069
02-11-2016,422.25,433.45,422.25,429.8,410.5546,3387397
01-11-2016,436,436,429.55,433.55,414.1367,4643934
28-10-2016,429,444,429,435.65,416.1426,12710319
27-10-2016,423,426.55,412.65,414.1,395.5576,3706854
26-10-2016,434,435,421.95,423.05,404.1068,2685974
25-10-2016,431,437.75,429.3,434.05,414.6143,1684650
24-10-2016,436,438.5,427.6,429.15,409.9337,2292196
21-10-2016,428.85,436.1,422.2,434.1,414.662,4853235
20-10-2016,424.25,429.2,421.2,425,405.9695,2133653
19-10-2016,427.85,436.45,419.1,424.9,405.874,4525016
18-10-2016,408,430.8,405.75,425.1,406.065,7264158
17-10-2016,421,421,405.5,408.55,390.2561,3248168
14-10-2016,423.5,429.65,418,419.1,400.3337,6379695
13-10-2016,421.7,424.7,417.5,422.2,403.2949,2473032
10-10-2016,421.5,424.8,417,421.85,402.9606,997527
07-10-2016,421.9,424.4,417.2,419.75,400.9546,1562901
06-10-2016,425,428.65,419.15,420.75,401.9098,1559084
05-10-2016,431.1,433,423.25,425.3,406.2561,1476240
04-10-2016,424.65,431.9,422.25,428.7,409.5039,2145572
03-10-2016,420,425,418.2,420.7,401.8621,1754766
30-09-2016,435,435,418.7,419.85,401.0501,2210429
29-09-2016,444,444,424.3,427.15,408.0233,4331711
28-09-2016,449,449,439.4,440.5,420.7755,1785763
27-09-2016,446,453.4,446,447.85,427.7964,1306463
26-09-2016,452.05,454.2,446,448.95,428.8471,1027167
23-09-2016,458,458,452.85,454.6,434.2441,2221151
22-09-2016,465,466.8,453.75,454.75,434.3874,2766927
21-09-2016,464,465.75,455.1,461.15,440.5008,2142358
20-09-2016,469,469,460.25,462.2,441.5038,913111
19-09-2016,468.2,474.7,464.35,466.6,445.7068,1134564
16-09-2016,467.4,469,459,465.3,444.465,1477056
15-09-2016,469,471.9,460.8,462.75,442.0292,956858
14-09-2016,466.7,472.6,463.65,466.7,445.8023,1321007
12-09-2016,454,466.4,453,463.85,443.0799,1746181
09-09-2016,458,465.45,451.3,458.3,437.7784,1469794
08-09-2016,465,466.95,455,459.05,438.4948,3145694
07-09-2016,481.2,483.5,470.15,471.85,450.7217,1254946
06-09-2016,470,481.25,467.4,480.05,458.5545,1553926
02-09-2016,469.95,474.2,465.95,471.85,450.7217,1070131
01-09-2016,470,476.4,466.3,469.15,448.1426,1046734
31-08-2016,462,473.8,461.55,468.8,447.8083,1779070
30-08-2016,451.5,464.7,451.2,462.95,442.2202,981748
29-08-2016,462.7,462.7,448.55,449.55,429.4202,797904
26-08-2016,460,463.7,457,459.95,439.3546,857182
25-08-2016,470.2,470.95,455.9,458.1,437.5874,1769817
24-08-2016,467,471.7,463.5,467.05,446.1366,894108
23-08-2016,466.7,474.5,461.5,465.8,444.9426,1617568
22-08-2016,472,474.3,465,466.35,445.468,1107412
19-08-2016,470,477.2,470,473.2,452.0113,3664586
18-08-2016,477.65,478.7,468.25,469.5,448.4769,1005420
17-08-2016,483.1,487,472.2,474.65,453.3963,913427
16-08-2016,490.55,491.75,478.25,482.95,461.3247,2087382
12-08-2016,504,504,488.4,493.35,471.259,3618973
11-08-2016,501,501.9,495.3,500.1,477.7067,1681953
10-08-2016,504,504,491.5,497.2,474.9366,1326514
09-08-2016,505,505.8,495.55,502.5,479.9993,1299439
08-08-2016,496,504.5,496,503.65,481.0977,913042
05-08-2016,502,507.5,493.3,495.05,472.8828,1681614
04-08-2016,498.9,503.9,494.2,499.95,477.5634,793067
03-08-2016,501.2,503.95,493.1,496.9,474.65,1196987
02-08-2016,486,509.7,485.1,499.2,476.847,4792350
01-08-2016,485.2,493,476.1,490.15,468.2023,2125956
29-07-2016,488.95,490.9,482.55,487.95,466.1008,1134853
28-07-2016,498,499,482.1,485.55,463.8082,1867921
27-07-2016,502.1,506.45,501.1,504.25,475.9396,744952
26-07-2016,508,512.75,500,502.5,474.2878,3069751
25-07-2016,505,511.4,502.8,508.4,479.8565,1028518
22-07-2016,507,508.5,504.4,504.9,476.553,1008674
21-07-2016,506,508.5,503.2,505.3,476.9306,528981
20-07-2016,504.25,509.6,504.1,505.35,476.9778,1424321
19-07-2016,506.8,511.9,504.05,507.6,479.1015,1013525
18-07-2016,505.1,509.9,503,506.6,478.1576,1132642
15-07-2016,520.7,523.8,501.9,504.05,475.7508,2417368
14-07-2016,506.95,519.5,506.5,518.15,489.0592,753846
13-07-2016,509,511.5,504.95,506.55,478.1104,1194115
12-07-2016,509.15,511.9,505,507.2,478.724,931824
11-07-2016,505.95,512.4,504.45,508.4,479.8565,729356
08-07-2016,501,507.45,499,502.95,474.7126,733349
07-07-2016,512.8,515,503.5,504.55,476.2227,1036078
05-07-2016,516.8,519,513.05,515.25,486.322,456205
04-07-2016,511,524,510.55,519.1,489.9558,1250195
01-07-2016,508.2,516.55,506.3,511.4,482.6881,715389
30-06-2016,509.1,509.7,502.35,505.75,477.3553,2334281
29-06-2016,504.5,507.25,499.3,504.95,476.6003,1209538
28-06-2016,505,512.6,500.1,501,472.872,1518673
27-06-2016,499,509,499,504.65,476.3171,1135682
24-06-2016,513,516.95,493.55,507.05,478.5823,3567473
23-06-2016,533.1,535,526.65,531.35,501.5181,1027592
22-06-2016,540.8,542,530.55,532.75,502.8394,1211966
21-06-2016,543.9,544.3,533,535,504.9632,1344360
20-06-2016,534,548.85,532.1,544.3,513.741,1592795
17-06-2016,533.1,542,532.3,535.25,505.1991,946013
16-06-2016,537.05,543.35,530.5,533.1,503.1698,1181394
15-06-2016,535,542,530,540.9,510.532,648970
14-06-2016,531.05,537.4,528.5,533.3,503.3586,736886
13-06-2016,534.2,536.4,528.55,534.1,504.1137,852440
10-06-2016,535.7,540.45,530.75,537.55,507.3699,565211
09-06-2016,537.9,537.9,528.3,534.45,504.444,1085142
08-06-2016,540,540,533,535.65,505.5766,739380
07-06-2016,544.9,544.9,533.45,536.3,506.1902,1763517
06-06-2016,550.8,551.9,534.25,539.6,509.3048,1614098
03-06-2016,551.45,557.55,546.15,551.7,520.7255,1706048
02-06-2016,537,552.5,537,546.15,515.4871,1862166
01-06-2016,541,543.2,537.3,540,509.6824,1093756
31-05-2016,544.1,548,536.65,540.35,510.0127,2896981
30-05-2016,535.8,564,535,543.55,513.0331,2901801
27-05-2016,539,541,533.6,535.9,505.8127,1572528
26-05-2016,530,547,520.25,542.3,511.8533,3270866
25-05-2016,499.1,532,494.5,528.5,498.8281,10804773
24-05-2016,476,485.7,464.6,480.25,453.287,2610091
23-05-2016,478.1,481,472.8,476.45,449.7004,1069529
20-05-2016,482.3,489.45,474.85,475.85,449.1341,741237
19-05-2016,484.2,487.5,481.15,484,456.8264,1292336
18-05-2016,481.05,486.25,480,484.75,457.5344,1371699
17-05-2016,489,493.9,481.8,483.8,456.6377,868879
16-05-2016,479,494.9,477.85,486.95,459.6108,1732776
13-05-2016,482,483.5,476.2,479.8,452.8623,1078921
12-05-2016,471.5,484.4,471.5,481.2,454.1837,1123199
11-05-2016,477.9,483.6,471.5,473.9,447.2935,1749723
10-05-2016,479.45,485.6,475.65,482.7,455.5995,2296911
09-05-2016,475.1,480.65,474,478.6,451.7296,827632
06-05-2016,475.2,479,470.4,473.05,446.4912,948747
05-05-2016,466.8,482,465,479.35,452.4375,1484568
04-05-2016,464,471.1,459.7,466.95,440.7337,1379336
03-05-2016,477.2,483.4,465,467.2,440.9697,1721645
02-05-2016,485,485,475.6,477.2,450.4083,1076011
29-04-2016,477,489,476,486.15,458.8557,2295767
28-04-2016,480,483.8,468.2,480.15,453.1926,4152895
27-04-2016,477,484.1,473.4,479.25,452.3431,955123
26-04-2016,472.2,477,465.7,475.5,448.8037,1123091
25-04-2016,481.8,484.7,469.1,472,445.5002,784214
22-04-2016,477.05,487.75,474.6,479.9,452.9567,2058353
21-04-2016,484,486.5,474.1,476.35,449.606,1179377
20-04-2016,480,488.5,476,483.55,456.4017,1450742
18-04-2016,475,482,472.25,476.7,449.9363,1780726
13-04-2016,469.5,472.6,465.9,471.4,444.9339,1062026
12-04-2016,469.75,472.7,460.1,464.45,438.3741,1901106
11-04-2016,455.85,471.4,451,469.6,443.235,1008816
08-04-2016,444.4,457.8,444,455.85,430.2569,2043759
07-04-2016,454.8,459,442.9,444.45,419.497,1891494
06-04-2016,463.5,465.35,448.4,453,427.5669,2671558
05-04-2016,472.5,473,460.1,462.25,436.2976,1430387
04-04-2016,468,474,466.2,470.55,444.1316,1708093
01-04-2016,476,476.05,460,463.1,437.0999,2394963
31-03-2016,475,483,473.2,474.95,448.2846,4630177
30-03-2016,471,478.8,465.75,472.85,446.3025,3203825
29-03-2016,475.1,479.85,464,467.6,441.3472,2044000
28-03-2016,482,485.25,464,474.7,448.0486,3609846
23-03-2016,484,484.65,474.65,479.9,452.9567,1458923
22-03-2016,490.1,492.75,480.2,484.2,457.0152,2064995
21-03-2016,492.45,498.4,486,490.1,462.584,1653354
18-03-2016,488,496,483.15,492.45,464.8021,3064899
17-03-2016,471,490,471,486.75,459.4221,2474194
16-03-2016,457,469.15,456.5,465.8,439.6483,1223337
15-03-2016,472.6,475.25,459,460.3,434.4571,996244
14-03-2016,460,472.3,458,470.2,443.8013,5115313
11-03-2016,467.95,470,455.6,458.05,432.3334,1025718
10-03-2016,469.85,473.2,464.2,466.15,439.9786,3266594
09-03-2016,443.9,467.5,442.1,464.15,438.0909,4030260
08-03-2016,455,459.55,445,448.85,423.6499,2050957
04-03-2016,460,462,449.95,451.25,425.9152,2756908
03-03-2016,459.7,464,452.2,461.75,435.8257,2371409
02-03-2016,438.45,460.75,434.05,455.55,429.9737,2339747
01-03-2016,417,435,416,432.25,407.9819,1570024
29-02-2016,417.5,424,407.4,415.55,392.2195,1555018
26-02-2016,419.25,424.95,411.3,417.75,394.296,1912583
25-02-2016,421.9,423.8,411,416.3,392.9274,2406282
24-02-2016,425,428,418.35,422.05,398.3546,822293
23-02-2016,431.7,432.4,424,428.6,404.5368,1074713
22-02-2016,440.55,441.9,426.55,431.7,407.4628,1155619
19-02-2016,428.6,442.55,426.55,440.5,415.7687,1644603
18-02-2016,434.95,435.9,422.9,429.4,405.2919,1262032
17-02-2016,422.35,431.5,415.15,429.55,405.4335,1169666
16-02-2016,434.95,436.4,419.65,422.85,399.1096,979478
15-02-2016,432.15,439.1,428.1,430.3,406.1414,1888109
12-02-2016,438,439.15,425.25,430,405.8582,1443312
11-02-2016,440.4,443.1,429,431.95,407.6988,1731120
10-02-2016,447.9,447.9,436.75,440.4,415.6743,2686031
09-02-2016,465,467.85,446.45,448.25,423.0836,2352111
08-02-2016,471.5,482,468.2,470.65,444.226,598666
05-02-2016,471.9,476.3,468.1,475.1,448.4261,1196754
04-02-2016,478.9,478.9,465.1,469.45,443.0934,1465102
03-02-2016,471,476.8,465.5,472.2,445.689,2019903
02-02-2016,496,499.35,472.1,474.45,447.8127,5733789
01-02-2016,504.95,518.4,496.15,497.6,469.6629,2717866
29-01-2016,500,505.65,492.95,501.4,473.2495,1583928
28-01-2016,505,509.25,495.9,500.05,471.9753,2091098
27-01-2016,514,515.6,501,503.05,474.8069,2171390
25-01-2016,517,523.75,513.5,514.55,485.6613,689789
22-01-2016,513,516.75,503.7,514.25,485.3781,894565
21-01-2016,508,516.3,506.55,507.35,478.8655,1873696
20-01-2016,507.25,512.8,503.6,507,478.5352,2002842
19-01-2016,518,521.6,510.1,512.5,483.7264,978429
18-01-2016,516,526.95,514.2,517.4,488.3513,1035936
15-01-2016,519,529.95,511.85,520.55,491.3244,1612782
14-01-2016,497,516,494.05,514,485.1422,2022474
13-01-2016,508,512.25,496.75,504.45,476.1283,1431164
12-01-2016,507.95,509.3,498,507.4,478.9127,1836753
11-01-2016,517,517,505.85,507.3,478.8183,1791903
08-01-2016,516,526.25,512.75,522.15,492.8346,1426135
07-01-2016,521.1,522.45,504,510.8,482.1218,2014798
06-01-2016,522,527,520.8,525.1,495.6189,1456740
05-01-2016,516.95,523.3,516.6,521.9,492.5987,1707124
04-01-2016,520.05,521.3,505,516.4,487.4074,2684305
01-01-2016,524.9,524.9,518.5,520.05,490.8525,312042
31-12-2015,523.3,526,520.35,521.65,492.3627,421683
30-12-2015,519.5,528,519.25,525.15,495.6661,1227498
29-12-2015,520.95,522,518,518.95,489.8143,570433
28-12-2015,516.05,520.5,512.4,518.8,489.6726,1083432
24-12-2015,520,521.75,516,516.95,487.9265,453150
23-12-2015,525,525.05,516.6,518.05,488.9648,697224
22-12-2015,524,526.8,518.9,519.55,490.3805,666767
21-12-2015,519.4,524.4,514.05,521.85,492.5514,874232
18-12-2015,525.7,528,521.5,523.25,493.8729,1534964
17-12-2015,525.5,532.15,520.6,530,500.2439,2067366
16-12-2015,522.55,531,520.1,523.35,493.9672,1399927
15-12-2015,548,548,516.6,519.95,490.7581,2697637
14-12-2015,527,545,527,543.65,513.1275,773988
11-12-2015,540,543.9,535.1,536.95,506.8037,926348
10-12-2015,530.4,540.5,523.8,538.75,508.5026,702931
09-12-2015,531,537.5,525.1,527.35,497.7426,1223560
08-12-2015,544.95,546,528.6,530.7,500.9045,1061492
07-12-2015,536,546.5,535.15,544.65,514.0714,788606
04-12-2015,539.95,544.6,534,536.35,506.2373,938866
03-12-2015,539.6,544.5,536,542.6,512.1364,852540
02-12-2015,543,545.6,537.15,540,509.6824,715680
01-12-2015,533,543.1,533,542.15,511.7117,1079295
30-11-2015,534.9,541.2,530,533.45,503.5002,2080681
27-11-2015,529.9,536.85,528.5,534.3,504.3025,772320
26-11-2015,538,544,527.05,529.6,499.8663,3051131
24-11-2015,535.1,543.75,532.45,537.55,507.3699,985303
23-11-2015,536,544.75,535.1,539,508.7386,839938
20-11-2015,534.95,540,531,534.9,504.8688,1126241
19-11-2015,521.5,535.8,520,534.4,504.3969,1214934
18-11-2015,523.5,530.4,515,516.7,487.6906,892774
17-11-2015,516.05,527.75,516.05,523.5,494.1088,2175347
16-11-2015,518,518.55,508,515.95,486.9827,1347660
13-11-2015,520,525.55,518,520.05,490.8525,860928
10-11-2015,532.4,532.95,523.55,524.95,495.4774,860680
09-11-2015,524,534.85,519.05,532.4,502.5091,2136740
06-11-2015,537,537.35,526.15,533.45,503.5002,1218451
05-11-2015,545.5,546.95,532.95,534.95,504.916,1057337
04-11-2015,568,568.5,540.1,542.9,512.4197,3424936
03-11-2015,558.3,563,548.5,556.75,525.4921,1884815
02-11-2015,541,557.5,532.45,556.05,524.8313,1862983
30-10-2015,549,550.25,537.1,539.15,508.8802,879393
29-10-2015,550,556.55,545.15,549,518.1771,3049427
28-10-2015,536.7,554,536.5,549.55,518.6962,1731286
27-10-2015,543.3,544.25,536.1,538.8,508.5498,839550
26-10-2015,540.1,545,539.6,542.65,512.1837,814364
23-10-2015,542.5,547,539,540.1,509.7768,1229160
21-10-2015,548,549.2,535.5,539.45,509.1633,1566054
20-10-2015,544.9,550.3,541,548.1,517.3276,1060182
19-10-2015,545.8,560,534.1,541.6,511.1925,1446786
16-10-2015,550,551.5,543.25,545.8,515.1568,1934451
15-10-2015,549.4,555,539.75,545.3,514.6848,1833925
14-10-2015,559,564.35,545.2,548.05,517.2805,950851
13-10-2015,562,564.85,555.25,561,529.5034,639491
12-10-2015,562.6,570,558,562.75,531.1552,758836
09-10-2015,561.8,568,556.2,561.2,529.6921,1124964
08-10-2015,570,572.8,560.4,563,531.3911,1534024
07-10-2015,566.15,569.65,560.6,566.3,534.5058,1150506
06-10-2015,575,578.85,558,564.75,533.0428,1834106
05-10-2015,564.5,575,561.1,569.9,537.9037,2111594
01-10-2015,558.7,566.5,537.05,563,531.3911,2014882
30-09-2015,575.7,575.7,553.2,557.35,526.0583,2795413
29-09-2015,572.45,576.1,562.6,570.4,538.3757,1765081
28-09-2015,573.35,582,570.2,573.4,541.2073,1603999
24-09-2015,560,570,549.95,567.35,535.4968,1226153
23-09-2015,551,561,540.55,556.1,524.8785,943910
22-09-2015,573.8,577.5,553.35,557.8,526.483,1172885
21-09-2015,553,578.9,549,567.5,535.6385,995389
18-09-2015,545.25,564.35,545.25,561.5,529.9753,1907266
16-09-2015,543.75,547.7,540.7,544.15,513.5994,722804
15-09-2015,528.9,543.4,527.55,540.9,510.532,1366805
14-09-2015,526,529.5,516.05,525.8,496.2797,1784462
11-09-2015,533,539.55,522,525.05,495.5717,873940
10-09-2015,532,537.5,525.6,533.8,503.8305,929833
09-09-2015,547.7,547.7,530.8,533.4,503.453,1271196
08-09-2015,538,543.85,531,537.2,507.0396,1074692
07-09-2015,529,541.15,520,538,507.7947,1222028
04-09-2015,540,547.55,526.1,529.3,499.5831,1438221
03-09-2015,542,552.7,528.05,540.4,510.06,2220020
02-09-2015,519,539.9,514.2,536,505.907,2308033
01-09-2015,510,523.5,506.1,512.3,483.5376,1340532
31-08-2015,516.4,525,512,515,486.086,2104443
28-08-2015,526,529.45,512,516.3,487.313,1642669
27-08-2015,513.5,528,513.5,519.55,490.3805,2967588
26-08-2015,530,532.95,505,507.3,478.8183,2169411
25-08-2015,530,543.5,492.7,528,498.3561,3057676
24-08-2015,549,557.85,519.55,523.65,494.2504,3422600
21-08-2015,554.6,569.15,545.05,563.05,531.4383,1329500
20-08-2015,575,575.75,555.1,558.9,527.5214,2873282
19-08-2015,565.3,565.3,557.05,560.3,528.8427,1599058
18-08-2015,552,564,552,562.45,530.872,2130201
17-08-2015,559.9,564.7,549,551.9,520.9143,2144457
14-08-2015,546,562.2,538,555.05,523.8875,2257748
13-08-2015,557,567.5,543.5,551.3,520.348,2714434
12-08-2015,545,559.25,536.15,557.55,526.2471,3674098
11-08-2015,532.3,545,531,540.65,510.296,1434009
10-08-2015,536.45,542.15,526.85,530.95,501.1406,600681
07-08-2015,534.8,545.4,531.45,535.15,505.1048,1367440
06-08-2015,556,557.05,531.1,533.9,503.925,1547635
05-08-2015,543.9,558.8,542,550.6,519.6873,2640419
04-08-2015,525,549,524.15,542.05,511.6173,2145670
03-08-2015,529,533.5,521.5,523.6,494.2032,811778
31-07-2015,527.9,532,525.45,530.7,500.9045,1229591
30-07-2015,529,532.8,519.4,524.35,494.911,6558111
29-07-2015,523.95,529,522.6,525.55,496.0436,2061983
28-07-2015,522,529.7,517.7,523.55,494.1559,6316959
27-07-2015,511,525,508.1,519.55,490.3805,4208795
24-07-2015,498.5,514.95,495,511.05,482.3578,2285622
23-07-2015,506.9,512.3,499,500.05,471.9753,2670981
22-07-2015,510.5,513.45,497.7,510.15,475.8452,2086049
21-07-2015,502.9,520.5,499.75,509.4,475.1456,3506058
20-07-2015,502.5,504.2,491.35,500.8,467.1239,3004605
17-07-2015,493.95,505.8,493,502.15,468.3831,5006283
16-07-2015,483.4,495.75,480.2,491.8,458.7291,2547683
15-07-2015,478,485,477.55,479.95,447.676,1691337
14-07-2015,478.95,481,475,476.9,444.8311,2094711
13-07-2015,474.05,477,469.6,475.8,443.805,2244361
10-07-2015,478,478,469,474,442.1261,1847909
09-07-2015,474,478.9,471.1,474.3,442.4059,2410385
08-07-2015,469.8,472.75,460.3,470.3,438.6749,3449261
07-07-2015,465,476.7,464.55,471.4,439.7009,2972045
06-07-2015,465,469.65,458.5,464.55,433.3115,2655385
03-07-2015,480,482,469,471.6,439.8875,2800735
02-07-2015,489,489.9,477.35,479.3,447.0697,2751848
01-07-2015,476.65,488.35,475.8,486.15,453.459,4380793
30-06-2015,475,491.7,472,477.8,445.6705,12372399
29-06-2015,515,517.6,467.1,483.35,450.8474,11484481
26-06-2015,528.85,535.8,520.05,521.8,486.7117,3503690
25-06-2015,544,545.45,528,529.8,494.1738,5294305
24-06-2015,553,553,541.15,545.3,508.6315,3296386
23-06-2015,552,558.6,548.65,553.6,516.3734,760738
22-06-2015,545,552.5,543.05,551.45,514.3679,1939726
19-06-2015,544.95,550.6,542.05,544.15,507.5588,2307788
18-06-2015,547.2,549.65,540.1,541.2,504.8072,3012586
17-06-2015,553.5,556.4,546.2,549.15,512.2227,1913683
16-06-2015,555,555,546.35,551.45,514.3679,1591051
15-06-2015,551,561,546,554.05,516.7931,1749558
